Engine Size,Cylinders,Horsepower,Vehicle Weight,Acceleration,Model Year,Fuel Type,Transmission,Fuel Consumption
4.8,12,394.0,2745.0,4.5,2024,Diesel,Automatic,11.53
5.4,8,362.0,2233.0,3.5,2018,Diesel,Automatic,11.94
4.6,8,346.0,2103.0,3.5,2021,Hybrid,Automatic,9.76
4.8,12,398.0,2422.0,3.5,2016,Diesel,Manual,11.72
2.1,6,168.0,1640.0,6.5,2021,Hybrid,Automatic,3.2
5.3,8,384.0,2416.0,3.5,2019,Petrol,Manual,13.63
1.9,4,162.0,1561.0,7.4,2022,Petrol,Automatic,5.03
5.3,8,387.0,2673.0,3.5,2024,Hybrid,Automatic,12.27
5.5,12,453.0,2410.0,3.5,2023,Hybrid,Manual,10.52
4.2,8,363.0,2239.0,3.5,2020,Plug-in Hybrid,Manual,7.88
5.4,8,386.0,2315.0,3.5,2015,Petrol,Manual,14.25
3.6,8,300.0,1988.0,3.5,2018,Petrol,Automatic,10.11
2.2,4,159.0,1452.0,6.4,2019,Hybrid,Automatic,3.2
3.0,6,220.0,1701.0,4.6,2024,Petrol,Manual,6.69
3.7,6,264.0,2138.0,4.3,2017,Plug-in Hybrid,Automatic,5.8
1.3,3,98.0,1395.0,10.2,2013,Hybrid,Automatic,3.2
3.8,6,288.0,1957.0,3.5,2018,Petrol,Automatic,10.42
5.4,8,440.0,2544.0,3.5,2024,Hybrid,Automatic,10.6
1.9,4,138.0,1290.0,6.3,2020,Hybrid,Manual,3.2
4.6,8,341.0,2078.0,3.5,2016,Petrol,Automatic,12.09
5.1,12,423.0,2347.0,3.5,2013,Plug-in Hybrid,Automatic,10.07
5.2,8,390.0,2262.0,3.5,2015,Diesel,Automatic,12.65
5.3,8,393.0,2383.0,3.5,2014,Hybrid,Automatic,11.28
3.3,6,279.0,1876.0,4.2,2015,Petrol,Automatic,9.9
5.4,8,344.0,2400.0,3.5,2021,Hybrid,Automatic,10.43
4.4,8,290.0,2033.0,3.5,2018,Petrol,Automatic,11.57
1.7,4,132.0,1532.0,8.8,2021,Petrol,Manual,4.28
3.1,6,264.0,1857.0,3.5,2019,Plug-in Hybrid,Automatic,4.7
4.2,8,296.0,2254.0,4.3,2012,Petrol,Automatic,11.99
2.1,4,103.0,1281.0,7.4,2024,Petrol,Manual,4.31
3.9,6,298.0,2009.0,4.4,2019,Plug-in Hybrid,Manual,5.83
4.0,6,297.0,1847.0,3.5,2016,Plug-in Hybrid,Automatic,5.59
1.7,4,120.0,1388.0,8.1,2023,Diesel,Automatic,3.2
3.5,6,245.0,1964.0,5.7,2018,Diesel,Automatic,7.85
4.5,8,324.0,2231.0,3.9,2022,Petrol,Manual,11.26
3.2,8,274.0,1884.0,3.6,2022,Petrol,Manual,8.69
1.1,4,96.0,1329.0,8.1,2012,Petrol,Manual,3.29
1.0,3,101.0,1056.0,6.8,2013,Diesel,Automatic,3.2
2.6,6,158.0,1876.0,8.3,2012,Hybrid,Manual,4.14
5.2,8,365.0,2321.0,3.5,2016,Hybrid,Automatic,11.2
2.0,4,135.0,1624.0,8.4,2017,Hybrid,Automatic,3.2
3.9,6,281.0,1909.0,3.9,2021,Petrol,Automatic,9.91
2.0,6,171.0,1567.0,6.9,2020,Diesel,Manual,3.64
2.4,4,196.0,1470.0,3.8,2019,Petrol,Automatic,7.56
4.8,12,371.0,2659.0,5.4,2018,Diesel,Manual,12.33
4.3,8,333.0,2099.0,3.5,2023,Petrol,Automatic,10.36
1.4,3,124.0,1389.0,7.8,2016,Hybrid,Automatic,3.2
2.9,8,293.0,1886.0,3.5,2014,Petrol,Automatic,9.97
1.1,3,87.0,1021.0,9.5,2020,Petrol,Automatic,3.2
3.2,6,254.0,1778.0,3.5,2024,Petrol,Manual,8.21
4.0,6,256.0,1849.0,4.0,2016,Hybrid,Automatic,7.37
1.5,3,71.0,1334.0,9.1,2014,Diesel,Manual,3.2
2.3,6,215.0,1541.0,4.2,2014,Petrol,Manual,7.35
2.8,6,226.0,1885.0,5.7,2014,Petrol,Manual,8.08
5.1,12,448.0,2597.0,3.5,2017,Diesel,Automatic,12.79
5.5,12,419.0,2659.0,3.5,2012,Petrol,Automatic,14.81
1.2,4,124.0,1425.0,6.7,2022,Hybrid,Automatic,3.2
4.4,8,375.0,2318.0,3.5,2015,Diesel,Manual,10.33
2.7,6,229.0,1754.0,5.6,2024,Petrol,Manual,6.94
2.8,8,256.0,1821.0,3.6,2019,Petrol,Automatic,8.37
4.4,8,338.0,1989.0,3.5,2014,Plug-in Hybrid,Manual,8.01
5.1,8,345.0,2246.0,3.5,2016,Petrol,Automatic,13.32
5.3,8,415.0,2290.0,3.5,2013,Petrol,Automatic,14.31
3.6,6,258.0,1931.0,4.2,2013,Hybrid,Automatic,6.58
2.6,6,225.0,1697.0,4.1,2022,Plug-in Hybrid,Manual,3.2
4.5,8,312.0,2303.0,3.9,2024,Plug-in Hybrid,Automatic,7.4
2.1,4,140.0,1434.0,6.9,2018,Hybrid,Manual,3.2
3.5,8,317.0,2033.0,3.5,2021,Petrol,Manual,10.89
2.6,6,208.0,1880.0,5.4,2014,Petrol,Manual,7.85
4.0,8,345.0,2171.0,3.5,2016,Hybrid,Automatic,8.89
2.1,4,162.0,1501.0,6.4,2014,Diesel,Automatic,4.29
1.9,6,140.0,1540.0,7.0,2017,Petrol,Automatic,5.95
5.1,8,394.0,2252.0,3.5,2024,Plug-in Hybrid,Automatic,7.93
1.5,4,119.0,1298.0,7.1,2021,Petrol,Automatic,4.14
3.3,6,267.0,1799.0,3.5,2014,Diesel,Manual,8.3
2.0,6,183.0,1721.0,5.9,2019,Petrol,Automatic,6.43
1.2,3,71.0,1249.0,11.3,2013,Diesel,Automatic,3.2
1.2,4,117.0,1184.0,7.4,2014,Petrol,Automatic,3.64
1.8,6,215.0,1806.0,5.0,2019,Petrol,Automatic,7.52
4.9,8,375.0,2330.0,3.5,2019,Petrol,Automatic,12.49
2.3,4,173.0,1375.0,5.2,2012,Diesel,Automatic,5.67
5.3,8,409.0,2311.0,3.5,2019,Diesel,Manual,11.96
3.6,6,274.0,1931.0,3.7,2021,Diesel,Automatic,7.94
3.0,8,265.0,2155.0,4.8,2013,Plug-in Hybrid,Manual,4.5
3.6,6,248.0,1785.0,4.3,2023,Petrol,Manual,8.29
3.3,6,258.0,1981.0,4.4,2018,Petrol,Automatic,9.3
4.4,12,407.0,2650.0,4.1,2017,Hybrid,Manual,10.41
2.3,4,158.0,1469.0,5.7,2013,Petrol,Automatic,6.91
2.6,8,267.0,1845.0,4.6,2016,Plug-in Hybrid,Manual,3.43
5.0,8,369.0,2186.0,3.5,2018,Petrol,Automatic,13.68
5.3,8,370.0,2340.0,3.5,2019,Plug-in Hybrid,Manual,8.51
5.0,8,391.0,2306.0,3.5,2014,Petrol,Manual,13.66
2.9,6,226.0,1871.0,5.1,2012,Hybrid,Manual,5.74
4.5,8,359.0,2351.0,3.6,2024,Diesel,Manual,10.22
3.1,6,237.0,1738.0,3.5,2018,Plug-in Hybrid,Automatic,4.25
3.2,6,247.0,1610.0,3.5,2024,Petrol,Automatic,7.49
1.9,4,162.0,1469.0,5.7,2016,Diesel,Automatic,4.33
3.7,8,305.0,2111.0,3.5,2016,Plug-in Hybrid,Automatic,5.93
1.8,4,107.0,1484.0,9.0,2018,Diesel,Manual,3.2
2.5,4,163.0,1541.0,6.8,2012,Diesel,Automatic,5.36
4.8,8,379.0,2289.0,3.5,2019,Diesel,Manual,11.56
1.9,4,150.0,1654.0,7.8,2023,Diesel,Automatic,3.63
1.3,4,109.0,1410.0,8.3,2021,Diesel,Manual,3.2
1.3,3,80.0,1249.0,9.9,2016,Diesel,Automatic,3.2
5.2,8,360.0,2286.0,3.5,2019,Plug-in Hybrid,Manual,8.52
3.3,6,213.0,1844.0,6.4,2021,Petrol,Manual,7.5
2.8,6,224.0,1970.0,6.4,2021,Petrol,Automatic,8.1
4.6,12,385.0,2496.0,3.5,2016,Plug-in Hybrid,Automatic,9.01
4.8,8,341.0,2272.0,3.5,2023,Hybrid,Manual,8.63
2.5,4,184.0,1522.0,5.0,2018,Diesel,Automatic,5.18
4.1,8,329.0,2280.0,3.5,2021,Diesel,Automatic,10.55
4.5,8,385.0,2455.0,3.5,2014,Petrol,Automatic,13.27
3.9,8,280.0,2166.0,5.0,2013,Petrol,Automatic,11.25
1.7,4,165.0,1446.0,6.4,2017,Diesel,Automatic,3.43
4.9,8,385.0,2296.0,3.5,2016,Petrol,Automatic,13.85
3.4,6,243.0,1596.0,3.5,2020,Diesel,Automatic,6.87
2.3,4,179.0,1633.0,6.4,2021,Petrol,Automatic,6.38
2.9,6,222.0,1808.0,5.0,2015,Plug-in Hybrid,Manual,3.63
1.2,3,106.0,1327.0,8.0,2022,Plug-in Hybrid,Automatic,3.2
1.6,4,166.0,1333.0,4.1,2014,Diesel,Manual,4.2
4.4,8,350.0,2156.0,3.5,2020,Diesel,Automatic,10.36
1.0,4,113.0,1261.0,8.1,2019,Petrol,Automatic,3.2
2.9,6,223.0,1915.0,5.3,2017,Hybrid,Automatic,6.09
3.4,6,229.0,1837.0,5.0,2012,Diesel,Automatic,8.07
1.2,4,110.0,1596.0,9.6,2021,Petrol,Automatic,3.92
5.4,12,465.0,2714.0,3.5,2024,Plug-in Hybrid,Automatic,10.64
2.0,4,127.0,1337.0,6.7,2023,Hybrid,Automatic,3.2
2.4,6,183.0,1687.0,7.0,2022,Plug-in Hybrid,Automatic,3.2
2.4,4,183.0,1484.0,5.9,2012,Diesel,Manual,4.95
2.0,4,138.0,1227.0,5.4,2023,Diesel,Automatic,3.38
1.0,4,87.0,1502.0,9.7,2017,Petrol,Automatic,3.52
4.3,8,324.0,2268.0,4.5,2024,Plug-in Hybrid,Manual,6.22
5.4,8,366.0,2446.0,3.5,2014,Hybrid,Automatic,11.47
2.0,4,139.0,1510.0,6.3,2014,Petrol,Automatic,5.51
4.0,6,306.0,1824.0,3.5,2017,Petrol,Manual,10.28
4.3,12,354.0,2406.0,3.5,2024,Petrol,Automatic,12.08
4.8,8,328.0,2375.0,3.5,2014,Hybrid,Manual,10.11
2.9,6,219.0,1666.0,4.4,2024,Plug-in Hybrid,Manual,3.26
2.4,4,195.0,1258.0,3.5,2022,Petrol,Automatic,5.92
2.5,4,182.0,1553.0,6.6,2021,Diesel,Automatic,4.87
4.2,8,318.0,2149.0,3.5,2017,Petrol,Automatic,11.07
4.7,8,355.0,2272.0,3.5,2016,Plug-in Hybrid,Automatic,9.15
1.8,6,136.0,1681.0,9.3,2015,Hybrid,Automatic,3.2
2.7,8,254.0,1973.0,5.7,2019,Hybrid,Manual,5.22
5.1,8,384.0,2359.0,3.5,2013,Diesel,Automatic,12.4
4.6,8,341.0,2381.0,3.5,2023,Petrol,Automatic,12.21
5.4,12,461.0,2480.0,3.5,2022,Petrol,Manual,13.4
4.4,8,315.0,2263.0,4.7,2018,Petrol,Manual,11.81
2.8,6,249.0,1849.0,4.4,2015,Hybrid,Automatic,5.45
3.7,6,279.0,1787.0,3.8,2013,Hybrid,Automatic,7.83
4.0,6,285.0,1810.0,3.5,2018,Plug-in Hybrid,Automatic,5.38
1.4,4,125.0,1292.0,7.6,2024,Plug-in Hybrid,Automatic,3.2
3.5,6,262.0,1821.0,4.4,2012,Diesel,Automatic,8.19
4.2,8,351.0,2256.0,3.5,2015,Hybrid,Automatic,9.12
1.8,4,125.0,1380.0,6.2,2020,Plug-in Hybrid,Manual,3.2
4.5,8,328.0,2117.0,3.5,2015,Hybrid,Automatic,8.85
3.6,6,291.0,1845.0,3.5,2023,Petrol,Automatic,8.98
5.3,8,376.0,2498.0,3.5,2024,Diesel,Automatic,11.7
1.2,4,132.0,1348.0,7.0,2014,Petrol,Automatic,4.64
2.2,4,203.0,1504.0,3.8,2021,Plug-in Hybrid,Manual,3.2
3.7,6,267.0,1923.0,5.2,2021,Diesel,Manual,7.71
2.3,4,188.0,1699.0,7.2,2013,Petrol,Manual,6.59
4.2,12,352.0,2356.0,3.5,2014,Diesel,Automatic,11.54
4.4,12,401.0,2640.0,3.5,2012,Diesel,Automatic,13.25
1.5,4,134.0,1425.0,7.0,2021,Petrol,Automatic,4.6
3.3,6,263.0,1845.0,4.2,2019,Petrol,Automatic,9.0
3.3,6,241.0,2164.0,6.5,2012,Diesel,Automatic,8.08
2.7,8,211.0,1769.0,6.0,2014,Diesel,Manual,5.41
5.2,8,392.0,2304.0,3.5,2014,Hybrid,Automatic,11.04
4.7,8,313.0,2108.0,5.1,2024,Diesel,Automatic,8.8
4.1,8,315.0,2262.0,3.5,2013,Hybrid,Automatic,9.14
4.2,8,346.0,2369.0,3.5,2016,Diesel,Automatic,11.71
3.1,6,246.0,2028.0,5.2,2021,Diesel,Automatic,6.92
5.1,8,415.0,2475.0,3.5,2014,Hybrid,Manual,10.61
4.1,8,342.0,2124.0,3.5,2014,Petrol,Manual,11.83
4.3,8,319.0,2140.0,3.5,2019,Petrol,Manual,9.88
4.9,12,414.0,2371.0,3.5,2015,Petrol,Automatic,14.02
2.2,6,192.0,1910.0,6.4,2015,Hybrid,Automatic,5.21
4.6,8,317.0,2294.0,4.4,2014,Diesel,Automatic,10.79
1.9,4,134.0,1413.0,7.1,2022,Diesel,Automatic,3.2
2.6,6,204.0,1897.0,6.3,2012,Petrol,Manual,8.2
2.5,4,145.0,1463.0,7.6,2019,Petrol,Automatic,5.23
5.4,8,394.0,2431.0,3.5,2012,Petrol,Automatic,15.08
4.9,8,361.0,2271.0,3.5,2018,Petrol,Automatic,12.42
4.2,8,294.0,2243.0,4.9,2016,Diesel,Automatic,10.93
4.3,8,341.0,2176.0,3.5,2015,Petrol,Manual,12.09
3.5,6,279.0,1726.0,3.5,2015,Petrol,Automatic,9.7
5.3,8,392.0,2373.0,3.5,2019,Plug-in Hybrid,Automatic,10.12
3.2,6,242.0,1972.0,5.6,2022,Petrol,Automatic,9.03
2.7,6,232.0,1752.0,5.8,2022,Diesel,Automatic,6.17
1.7,6,179.0,1669.0,6.6,2024,Hybrid,Manual,3.2
4.5,8,350.0,2095.0,3.5,2017,Petrol,Manual,11.38
4.3,8,316.0,2181.0,3.5,2023,Diesel,Manual,9.96
2.7,8,250.0,1821.0,4.4,2012,Hybrid,Manual,5.07
1.1,4,132.0,1418.0,8.5,2021,Plug-in Hybrid,Automatic,3.2
4.8,8,348.0,2278.0,3.5,2019,Petrol,Manual,11.81
1.1,4,150.0,1411.0,6.8,2024,Plug-in Hybrid,Automatic,3.2
4.2,8,316.0,2297.0,5.5,2013,Diesel,Automatic,11.06
5.4,8,394.0,2465.0,3.5,2017,Petrol,Manual,14.39
3.0,6,224.0,1843.0,6.4,2020,Diesel,Automatic,6.22
2.1,4,168.0,1388.0,5.0,2012,Plug-in Hybrid,Manual,3.2
4.2,8,292.0,2166.0,4.4,2017,Diesel,Automatic,9.52
4.7,8,344.0,2192.0,3.5,2019,Petrol,Automatic,12.17
3.5,6,243.0,1859.0,3.5,2021,Diesel,Manual,7.66
5.4,8,396.0,2337.0,3.5,2024,Petrol,Manual,13.44
1.2,3,122.0,1158.0,5.9,2013,Petrol,Automatic,3.29
3.3,6,266.0,1629.0,3.5,2016,Petrol,Automatic,9.06
4.2,8,280.0,2086.0,5.0,2017,Petrol,Automatic,11.52
4.9,8,406.0,2315.0,3.5,2016,Petrol,Automatic,13.66
1.8,4,153.0,1292.0,6.1,2014,Petrol,Automatic,5.41
4.6,12,381.0,2520.0,3.5,2015,Diesel,Manual,11.66
3.5,6,268.0,2128.0,5.8,2018,Petrol,Automatic,10.47
2.8,8,254.0,2037.0,5.2,2015,Petrol,Manual,8.55
1.6,4,123.0,1615.0,8.8,2020,Hybrid,Automatic,3.2
4.9,8,369.0,2339.0,3.5,2022,Diesel,Automatic,11.17
1.7,4,129.0,1576.0,8.8,2023,Diesel,Manual,3.2
2.4,4,172.0,1475.0,5.5,2024,Petrol,Automatic,6.39
2.3,4,161.0,1467.0,6.9,2024,Petrol,Automatic,4.87
4.9,8,337.0,1963.0,3.5,2021,Petrol,Automatic,11.74
4.0,8,319.0,2272.0,3.5,2013,Petrol,Manual,11.89
4.6,8,361.0,2423.0,3.7,2016,Petrol,Manual,12.38
2.1,4,174.0,1442.0,5.4,2019,Petrol,Automatic,5.83
3.8,8,321.0,2064.0,3.5,2016,Petrol,Automatic,11.88
3.6,6,276.0,1828.0,3.7,2021,Petrol,Automatic,8.59
4.7,8,344.0,2302.0,3.5,2023,Diesel,Manual,10.24
5.1,8,393.0,2463.0,3.5,2019,Petrol,Manual,13.51
1.1,4,81.0,1119.0,9.9,2019,Petrol,Automatic,3.2
4.0,6,274.0,2039.0,5.3,2020,Diesel,Automatic,10.09
1.2,3,83.0,1243.0,10.4,2021,Diesel,Automatic,3.2
3.5,6,286.0,1914.0,3.5,2017,Petrol,Manual,9.16
2.3,4,193.0,1599.0,6.2,2023,Hybrid,Manual,3.2
2.4,4,190.0,1539.0,4.7,2015,Diesel,Automatic,5.89
2.6,6,236.0,1726.0,3.7,2023,Petrol,Automatic,7.15
3.8,6,263.0,1928.0,3.5,2022,Hybrid,Automatic,7.37
2.5,6,216.0,1836.0,6.7,2014,Plug-in Hybrid,Manual,3.2
4.3,8,330.0,2234.0,3.5,2023,Petrol,Automatic,11.15
2.8,6,243.0,1800.0,4.3,2016,Petrol,Manual,7.93
1.3,4,117.0,1211.0,6.7,2017,Hybrid,Automatic,3.2
4.5,8,336.0,2175.0,3.5,2014,Diesel,Automatic,11.27
2.3,4,185.0,1652.0,5.9,2013,Petrol,Automatic,7.98
2.9,6,249.0,1797.0,3.5,2018,Petrol,Automatic,8.54
4.1,12,356.0,2507.0,4.1,2022,Petrol,Automatic,12.4
2.5,6,208.0,1932.0,5.6,2016,Diesel,Manual,6.71
1.3,4,98.0,1489.0,9.1,2020,Diesel,Automatic,3.2
2.7,8,195.0,1907.0,5.6,2014,Petrol,Automatic,8.06
5.3,8,392.0,2303.0,3.5,2019,Diesel,Automatic,12.45
3.9,6,299.0,1666.0,3.5,2017,Diesel,Manual,8.2
4.0,6,297.0,1970.0,3.5,2015,Petrol,Manual,10.57
3.8,6,242.0,1915.0,4.1,2023,Petrol,Automatic,8.93
1.9,4,145.0,1519.0,7.3,2023,Diesel,Manual,3.2
2.9,6,187.0,1774.0,6.3,2020,Hybrid,Automatic,5.07
4.4,8,365.0,2164.0,3.5,2016,Diesel,Automatic,11.16
1.5,4,109.0,1186.0,8.7,2021,Diesel,Manual,3.2
2.3,4,200.0,1431.0,3.5,2017,Petrol,Manual,6.77
2.2,4,188.0,1583.0,5.9,2024,Petrol,Manual,6.05
2.9,6,213.0,1998.0,7.0,2020,Diesel,Automatic,7.02
5.4,8,370.0,2370.0,3.5,2018,Petrol,Automatic,13.39
1.3,4,127.0,1403.0,6.8,2023,Petrol,Manual,3.2
3.3,6,237.0,1978.0,5.5,2016,Petrol,Automatic,9.03
1.8,4,149.0,1357.0,6.2,2013,Petrol,Automatic,5.97
5.4,8,383.0,2426.0,3.5,2015,Petrol,Automatic,14.54
1.5,4,95.0,1311.0,9.3,2013,Petrol,Automatic,5.42
2.8,6,181.0,1878.0,6.8,2014,Petrol,Automatic,7.27
4.3,8,337.0,2202.0,3.5,2021,Petrol,Manual,11.2
4.2,12,364.0,2482.0,3.6,2023,Hybrid,Automatic,8.35
2.9,6,220.0,1698.0,5.0,2014,Diesel,Automatic,7.23
2.6,6,229.0,1823.0,4.4,2015,Diesel,Automatic,7.47
2.8,6,249.0,2024.0,5.8,2017,Hybrid,Manual,6.15
2.2,6,188.0,1545.0,4.3,2023,Diesel,Automatic,4.86
1.9,4,146.0,1431.0,6.5,2014,Petrol,Automatic,4.83
3.2,6,258.0,1874.0,4.0,2021,Diesel,Manual,7.12
2.2,4,142.0,1620.0,7.5,2012,Diesel,Manual,4.98
2.3,4,179.0,1477.0,5.1,2012,Diesel,Manual,4.81
4.0,6,303.0,1650.0,3.5,2020,Petrol,Manual,9.28
5.4,8,407.0,2545.0,3.5,2020,Petrol,Automatic,13.72
3.7,8,261.0,2167.0,6.9,2016,Petrol,Manual,9.5
1.3,4,104.0,1155.0,8.0,2020,Petrol,Automatic,3.57
1.3,3,90.0,1221.0,9.0,2022,Diesel,Manual,3.2
5.3,8,389.0,2552.0,3.5,2018,Diesel,Manual,11.93
2.3,4,184.0,1718.0,8.0,2020,Petrol,Manual,5.59
1.4,4,155.0,1495.0,6.1,2023,Plug-in Hybrid,Manual,3.2
3.7,6,266.0,1915.0,3.5,2018,Diesel,Automatic,8.72
3.8,6,271.0,1964.0,3.7,2020,Petrol,Automatic,9.7
3.9,6,309.0,1956.0,3.5,2013,Petrol,Manual,10.98
2.2,4,175.0,1661.0,5.6,2022,Petrol,Manual,5.81
1.1,4,134.0,1223.0,6.3,2022,Petrol,Automatic,3.2
5.3,8,393.0,2267.0,3.5,2019,Petrol,Automatic,13.25
2.1,6,164.0,1769.0,7.6,2018,Petrol,Automatic,6.0
4.0,8,289.0,2125.0,4.1,2017,Petrol,Manual,10.93
4.2,8,296.0,2331.0,4.6,2016,Petrol,Manual,11.73
3.7,8,313.0,1995.0,3.5,2015,Hybrid,Automatic,7.16
2.4,4,204.0,1555.0,4.2,2018,Petrol,Automatic,7.21
2.2,4,206.0,1415.0,4.7,2014,Diesel,Manual,5.04
3.7,6,292.0,1937.0,4.4,2019,Petrol,Manual,9.66
4.9,8,389.0,2115.0,3.5,2013,Plug-in Hybrid,Automatic,8.57
5.3,8,376.0,2305.0,3.5,2012,Petrol,Automatic,14.14
1.5,3,95.0,1158.0,9.0,2022,Petrol,Automatic,3.46
1.7,4,159.0,1519.0,7.3,2013,Plug-in Hybrid,Automatic,3.2
5.3,8,396.0,2450.0,3.5,2020,Hybrid,Automatic,10.95
4.3,8,335.0,1976.0,3.5,2016,Hybrid,Manual,8.05
5.0,8,379.0,2470.0,3.5,2022,Petrol,Manual,13.36
1.9,4,159.0,1772.0,8.0,2019,Petrol,Automatic,5.26
3.6,6,296.0,1924.0,3.5,2014,Diesel,Manual,8.44
4.2,8,353.0,2089.0,3.5,2018,Plug-in Hybrid,Automatic,6.61
4.1,8,332.0,2487.0,4.2,2013,Diesel,Automatic,11.41
2.8,8,267.0,1756.0,3.5,2019,Diesel,Automatic,7.64
1.1,4,119.0,1330.0,7.3,2018,Petrol,Automatic,3.64
3.6,6,261.0,1940.0,4.7,2023,Hybrid,Manual,5.43
2.1,6,203.0,1809.0,5.6,2016,Petrol,Manual,7.61
3.0,6,209.0,1853.0,5.9,2023,Petrol,Automatic,7.86
5.3,8,409.0,2304.0,3.5,2022,Petrol,Automatic,13.54
2.8,6,202.0,1660.0,5.5,2015,Diesel,Manual,5.99
4.8,12,414.0,2513.0,3.5,2012,Petrol,Automatic,14.68
1.8,4,130.0,1333.0,6.7,2016,Petrol,Automatic,5.11
4.0,6,303.0,1996.0,3.5,2023,Diesel,Manual,8.37
5.4,8,392.0,2314.0,3.5,2020,Petrol,Automatic,13.48
1.5,3,87.0,1151.0,8.3,2021,Diesel,Automatic,3.2
1.0,4,111.0,1461.0,7.9,2015,Petrol,Automatic,3.6
3.0,6,225.0,1750.0,5.9,2024,Diesel,Manual,5.59
1.4,3,131.0,1160.0,5.7,2020,Diesel,Automatic,3.2
4.4,12,386.0,2462.0,3.5,2023,Petrol,Automatic,12.02
5.1,8,384.0,2336.0,3.5,2013,Petrol,Manual,14.0
3.0,6,218.0,1600.0,6.4,2015,Petrol,Automatic,7.46
2.2,6,181.0,1706.0,5.8,2020,Petrol,Manual,5.33
3.0,6,228.0,1684.0,4.6,2015,Plug-in Hybrid,Automatic,4.27
4.3,8,350.0,2389.0,3.5,2016,Petrol,Manual,13.01
1.0,4,137.0,1373.0,6.7,2022,Hybrid,Automatic,3.2
3.7,8,283.0,2028.0,3.6,2019,Petrol,Automatic,9.54
3.8,8,327.0,2005.0,3.5,2012,Diesel,Automatic,10.21
3.9,6,243.0,1959.0,5.2,2012,Hybrid,Automatic,7.11
2.1,6,164.0,1722.0,6.5,2020,Diesel,Manual,4.7
4.2,8,308.0,2163.0,4.4,2020,Diesel,Manual,9.91
1.4,4,98.0,1356.0,9.1,2015,Petrol,Automatic,4.16
1.9,6,145.0,1619.0,8.0,2024,Petrol,Automatic,5.23
4.9,8,374.0,2220.0,3.5,2013,Plug-in Hybrid,Manual,9.01
4.3,8,328.0,2143.0,3.5,2024,Hybrid,Manual,8.26
1.1,3,104.0,1008.0,6.9,2020,Plug-in Hybrid,Automatic,3.2
2.1,4,177.0,1625.0,5.6,2015,Petrol,Automatic,7.04
2.0,4,163.0,1526.0,6.3,2017,Diesel,Automatic,4.62
2.2,4,182.0,1433.0,4.5,2023,Plug-in Hybrid,Manual,3.2
2.1,6,186.0,1876.0,6.5,2012,Petrol,Automatic,8.87
1.3,4,96.0,1374.0,8.0,2023,Petrol,Automatic,3.43
3.1,6,264.0,1704.0,3.7,2020,Diesel,Automatic,6.49
4.3,12,369.0,2567.0,3.5,2016,Diesel,Manual,11.4
3.7,8,281.0,2124.0,5.3,2014,Hybrid,Automatic,7.62
4.0,6,288.0,2037.0,4.5,2015,Petrol,Automatic,10.77
1.4,4,107.0,1331.0,7.7,2012,Hybrid,Automatic,3.2
5.3,8,379.0,2418.0,3.5,2020,Petrol,Automatic,14.17
4.8,12,415.0,2523.0,3.7,2019,Petrol,Automatic,13.62
4.6,8,356.0,2305.0,4.0,2015,Petrol,Automatic,12.2
4.7,8,337.0,2027.0,3.5,2013,Hybrid,Automatic,9.56
5.2,8,372.0,2294.0,3.5,2020,Diesel,Automatic,11.6
3.4,6,280.0,2089.0,4.1,2015,Diesel,Automatic,9.08
1.9,4,162.0,1380.0,6.0,2020,Petrol,Manual,4.78
3.8,6,323.0,1882.0,3.5,2021,Hybrid,Manual,7.43
4.3,8,356.0,2130.0,3.5,2014,Petrol,Automatic,12.37
4.3,12,403.0,2318.0,3.5,2018,Hybrid,Manual,9.16
3.3,6,226.0,1599.0,3.9,2018,Petrol,Automatic,7.75
1.3,3,123.0,1266.0,6.5,2021,Petrol,Automatic,3.71
2.7,6,219.0,1772.0,5.2,2024,Diesel,Automatic,5.84
5.1,8,365.0,2322.0,3.5,2015,Petrol,Automatic,13.48
3.6,8,297.0,2041.0,3.5,2013,Diesel,Manual,9.53
3.4,8,302.0,2027.0,3.8,2022,Diesel,Manual,7.38
2.2,4,179.0,1649.0,6.5,2020,Petrol,Manual,5.52
2.7,6,203.0,1733.0,5.7,2015,Hybrid,Automatic,4.93
5.0,8,386.0,2241.0,3.5,2019,Petrol,Automatic,12.79
4.0,6,279.0,1956.0,4.1,2013,Diesel,Automatic,9.39
4.5,12,396.0,2570.0,3.8,2019,Plug-in Hybrid,Automatic,8.85
3.0,6,231.0,1979.0,5.5,2022,Diesel,Automatic,7.25
3.8,8,301.0,2019.0,3.5,2021,Petrol,Automatic,10.25
2.1,4,179.0,1520.0,4.9,2016,Plug-in Hybrid,Automatic,3.2
4.2,8,306.0,2207.0,3.8,2018,Diesel,Automatic,9.87
2.9,8,294.0,1813.0,3.5,2018,Petrol,Manual,8.88
3.0,6,201.0,1812.0,7.0,2023,Petrol,Manual,7.29
3.9,6,275.0,1796.0,3.6,2020,Hybrid,Manual,6.88
5.2,8,389.0,2134.0,3.5,2014,Diesel,Automatic,12.68
1.3,4,131.0,1408.0,8.2,2021,Diesel,Automatic,3.2
4.7,8,352.0,2210.0,3.5,2015,Hybrid,Automatic,9.99
2.3,4,173.0,1568.0,6.8,2021,Hybrid,Manual,3.2
3.0,6,245.0,1808.0,4.1,2015,Petrol,Automatic,7.96
1.1,4,104.0,1211.0,8.5,2024,Petrol,Automatic,3.2
2.4,4,208.0,1557.0,3.7,2021,Petrol,Manual,6.17
